Longitude;Lattitude;nom;num_station;street;Mot_Directeur;No;Nrivoli;code_insee
43.61597264;1.421611295;SUISSE LAUSANNE;144;BD DE SUISSE;SUISSE (BD DE SUISSE);62;3105558336;31555
43.62413332;1.438482395;THEATRE DES MAZADES;152;AV DES MAZADES;MAZADES (AV DES MAZADES);10;3105555848;31555
43.5837633;1.443342135;RECOLLETS;155;BD DES RECOLLETS;RECOLLETS (BD DES RECOLLETS);34;3105557344;31555
43.5786057;1.450260918;JULES JULIEN DEVIC;159;AV JULES JULIEN;JULIEN (AV JULES JULIEN);96;3105554816;31555
43.62658653;1.458774247;BILA;168;PL BILA;BILA (PL BILA);1;3105551168;31555
43.64287198;1.461104103;RPT POINT LAFFORGUE;172;RPT DE L ABBE G. LAFFORGUE;LAFFORGUE (RPT DE L ABBE G. LAFFORGUE);0;3105550011;31555
43.60596153;1.481748495;CHAUBET;182;AV JEAN CHAUBET;CHAUBET (AV JEAN CHAUBET);158;3105554540;31555
43.59799524;1.420167025;BARRIERE DE BAYONNE;138;BRE DE BAYONNE;BAYONNE (BRE DE BAYONNE);2;3105550924;31555
43.58457642;1.415706813;DESBALS MONT DORE;187;RUE HENRI DESBALS;DESBALS (RUE HENRI DESBALS);187;3105554140;31555
43.58777711;1.409555734;ST SIMON PRADO;192;RTE DE SAINT SIMON;SIMON (RTE DE SAINT SIMON);355;3105557988;31555
43.59488849;1.415082822;LOMBEZ PETITE VITESSE;193;AV DE LOMBEZ;LOMBEZ (AV DE LOMBEZ);59;3105555308;31555
43.64107093;1.466476044;ALBI PELET;171;RTE D ALBI;ALBI (RTE D ALBI);191;3105550124;31555
43.6152178;1.465458913;CRETES CHAUMIERES;212;RUE DE LA CHAUMIERE;CHAUMIERE (RUE DE LA CHAUMIERE);0;3105551989;31555
43.57457116;1.402137041;TABAR UNIVERSITE;220;RUE UNIVERSITE DU MIRAIL;MIRAIL (RUE UNIVERSITE DU MIRAIL);3;3105558666;31555
43.57149046;1.462698767;IUT RANGUEIL;229;AV DE RANGUEIL;RANGUEIL (AV DE RANGUEIL);129;3105557268;31555
43.63558441;1.464267012;CROIX DAURADE BIBLIOTHEQUE;170;CHE DE NICOL;NICOL (CHE DE NICOL);164;3105556262;31555
43.57510862;1.424238269;ESPAGNE CHARPENTIER;241;RTE D ESPAGNE;ESPAGNE (RTE D ESPAGNE);57;3105553064;31555
43.57391975;1.483922568;GONIN;267;RUE CLAUDE GONIN;GONIN (RUE CLAUDE GONIN);;;31555
43.5736944;1.413988102;TOURAINE;266;RUE DE LA TOURAINE;TOURAINE (RUE DE LA TOURAINE);;;31555
43.60656215;1.414147613;WAGNER;282;BD RICHARD WAGNER;WAGNER (BD RICHARD WAGNER);;3105557468;31555
43.5837779;1.406415312;PLACE CAMPAN;254;PL LOUIS CAMPAN;CAMPAN (PL LOUIS CAMPAN);;;31555
43.60163093;1.456081339;DAURIAC - ESCANDE;42;BD PR LEOPOLD ESCANDE;ESCANDE (BD PR LEOPOLD ESCANDE);3;3105557151;31555
43.60407912;1.450153688;CARNOT - LABEDA;21;BD LAZARE CARNOT;CARNOT (BD LAZARE CARNOT);63;3105555132;31555
43.59989331;1.429467488;JARDIN RAYMOND VI;81;ALL CHARLES DE FITTE;FITTE (ALL CHARLES DE FITTE);76;3105551920;31555
43.60507826;1.437314133;VALADE;29;RUE VALADE;VALADE (RUE VALADE);31;3105558676;31555
43.61039681;1.443084503;MERLY -  ARCOLE;57;RUE MERLY;MERLY (RUE MERLY);15;3105555896;31555
43.6046781;1.449528282;CARNOT -  TROIS JOURNEES;20;BD LAZARE CARNOT;CARNOT (BD LAZARE CARNOT);69;3105555132;31555
43.59741756;1.445277931;PLACE DES CARMES;46;PL DES CARMES;CARMES (PL DES CARMES);37;3105551708;31555
43.60785839;1.446666243;STRASBOURG  -  BAYARD;16;BD DE STRASBOURG;STRASBOURG (BD DE STRASBOURG);32;3105558328;31555
43.59631476;1.43214374;FITTE - TEINTURIERS;73;ALL CHARLES DE FITTE;FITTE (ALL CHARLES DE FITTE);40;3105551920;31555
43.59967605;1.429371356;FITTE - VARSI;80;ALL CHARLES DE FITTE;FITTE (ALL CHARLES DE FITTE);89B;3105551920;31555
43.59430625;1.448822095;MUSEUM;67;ALL JULES GUESDE;GUESDE (ALL JULES GUESDE);35;3105554812;31555
43.59856446;1.435050053;REPUBLIQUE - PLACE OLIVIER;76;RUE DE LA REPUBLIQUE;REPUBLIQUE (RUE DE LA REPUBLIQUE);34;3105557428;31555
43.60270207;1.454448399;ST AUBIN  - CAMICHEL;41;RUE CHARLES CAMICHEL;CAMICHEL (RUE CHARLES CAMICHEL);1;3105551560;31555
43.6074362;1.444653926;PERIGORD;14;RUE DE PERIGORD;PERIGORD (RUE DE PERIGORD);26;3105556756;31555
43.60613632;1.441350648;LOIS -  ESQUILE;13;RUE DE L ESQUILE;ESQUILE (RUE DE L ESQUILE);1;3105553080;31555
43.61459653;1.443537635;PRINTEMPS - INGRES;93;RUE DU PRINTEMPS;PRINTEMPS (RUE DU PRINTEMPS);57;3105557140;31555
43.61315078;1.441337036;CHALETS;92;RUE DES CHALETS;CHALETS (RUE DES CHALETS);31;3105551852;31555
43.61387686;1.451488092;SEMARD -  GARE ROUTIERE;94;BD PIERRE SEMARD;SEMARD (BD PIERRE SEMARD);73;3105556916;31555
43.60418433;1.445404975;POIDS DE L'HUILE;1;RUE DU POIDS DE L HUILE;HUILE (RUE DU POIDS DE L HUILE);12;3105556972;31555
43.59325998;1.435062628;COURS DILLON;71;RUE LAGANNE;LAGANNE (RUE LAGANNE);3;3105554948;31555
43.60561867;1.434492559;DUPORTAL - CANAL DE BRIENNE;51;BD ARMAND DUPORTAL;DUPORTAL (BD ARMAND DUPORTAL);1;3105550492;31555
43.62297445;1.434450429;MINIMES - BAQUE;132;AV DES MINIMES;MINIMES (AV DES MINIMES);101;3105555956;31555
43.58994544;1.432193517;MURET -  BARTHERE;104;AV DE MURET;MURET (AV DE MURET);223B;3105556160;31555
43.60272299;1.442032234;SAINTE URSULE;4;RUE SAINTE URSULE;URSULE (RUE SAINTE URSULE);19;3105558076;31555
43.60200113;1.414843016;FONTAINES MILHES;136;RUE DES FONTAINES;FONTAINES (RUE DES FONTAINES);190;3105553380;31555
43.5917191;1.418630106;EMILE MALE;140;PL EMILE MALE;MALE (PL EMILE MALE);4;3105552988;31555
43.58787256;1.42458263;DEODAT DE SEVERAC;142;BD DEODAT DE SEVERAC;SEVERAC (BD DEODAT DE SEVERAC);52;3105552600;31555
43.58734725;1.417903774;METRO FONTAINE LESTANG;141;RUE HENRI DESBALS;DESBALS (RUE HENRI DESBALS);239;3105554140;31555
43.58167218;1.413635755;DESBALS SAINTONGE;143;RUE HENRI DESBALS;DESBALS (RUE HENRI DESBALS);145;3105554140;31555
43.61389595;1.425012909;GOUNOD GARROS;145;RUE CHARLES GOUNOD;GOUNOD (RUE CHARLES GOUNOD);27;3105551940;31555
43.61560262;1.428363742;SANG DE SERP DAGNAUX;146;CHE DU SANG DE SERP;SERP (CHE DU SANG DE SERP);57;3105558132;31555
43.62462227;1.443119097;CURIE NEGRENEYS;151;BD PIERRE ET MARIE CURIE;CURIE (BD PIERRE ET MARIE CURIE);27;3105556880;31555
43.61539655;1.448581542;RAISIN;149;CHE DU RAISIN;RAISIN (CHE DU RAISIN);2;3105557248;31555
43.58992903;1.44176111;HOTEL DE REGION;154;RUE DES GALLOIS;GALLOIS (RUE DES GALLOIS);4;3105553688;31555
43.57976677;1.460014517;METRO SAOUZELONG;164;AV ALBERT BEDOUCE;BEDOUCE (AV ALBERT BEDOUCE);77;3105550112;31555
43.58157247;1.462420176;BEDOUCE CANAL DU MIDI;163;AV ALBERT BEDOUCE;BEDOUCE (AV ALBERT BEDOUCE);115;3105550112;31555
43.63321805;1.450737755;BOURGES MAUNOURY SEGLA;173;AV MAURICE BOURGES MAUNOURY;MAUNOURY (AV MAURICE BOURGES MAUNOURY);25;3105555789;31555
43.59296443;1.445305947;GUESDE TRENTE SIX  PONTS;68;ALL JULES GUESDE;GUESDE (ALL JULES GUESDE);3;3105554812;31555
43.59148943;1.470017114;DELTOUR RIEUX;199;BD DELTOUR;DELTOUR (BD DELTOUR);4;3105552580;31555
43.57974889;1.480831803;POTEZ SAINT EXUPERY;201;AV ANTOINE DE ST EXUPERY;EXUPERY (AV ANTOINE DE ST EXUPERY);256;3105557772;31555
43.58354333;1.470060755;PETIT PRINCE SAINT EXUPERY;203;AV DU PETIT PRINCE;PRINCE (AV DU PETIT PRINCE);2;3105556790;31555
43.59118103;1.480088579;LIMAYRAC DARASSE;208;ALL DE LIMAYRAC;LIMAYRAC (ALL DE LIMAYRAC);;3105555273;31555
43.62382413;1.475939756;METRO ARGOULETS;215;RUE DE GAILLAC;GAILLAC (RUE DE GAILLAC);8;3105553668;31555
43.61456569;1.4112109;PUCCINI BLAGNAC;219;RUE GIACOMO PUCCINI;PUCCINI (RUE GIACOMO PUCCINI);35;3105553888;31555
43.62766506;1.461943096;AMOUROUX SAINTE AUGUSTINE;218;CHE AMOUROUX;AMOUROUX (CHE AMOUROUX);24B;3105550260;31555
43.57417659;1.462409246;METRO RANGUEIL;166;RUE EMILE GUYOU;GUYOU (RUE EMILE GUYOU);0;3105552978;31555
43.63269301;1.463152607;ALBI AVRANCHES;169;RTE D ALBI;ALBI (RTE D ALBI);78;3105550124;31555
43.63348962;1.435458878;METRO LA VACHE;235;RUE PAUL VERLAINE;VERLAINE (RUE PAUL VERLAINE);8;3105556656;31555
43.57697753;1.46949669;LESPINET HERBETTES;239;AV DE LESPINET;LESPINET (AV DE LESPINET);127;3105555196;31555
43.63272225;1.431748883;ETATS UNIS FERRY;243;AV DES ETATS UNIS;UNIS (AV DES ETATS UNIS);96;3105553104;31555
43.60381892;1.420080584;WAGNER BRUNHES;246;BD RICHARD WAGNER;WAGNER (BD RICHARD WAGNER);29;3105557468;31555
43.61431423;1.461764601;JOLIMONT;251;AV LEON BLUM;BLUM (AV LEON BLUM);26;3105555152;31555
43.63375486;1.437540399;RAIMBAUD COLETTE;242;RUE ARTHUR RIMBAUD;RIMBAUD (RUE ARTHUR RIMBAUD);4;3105550546;31555
43.57021082;1.473406878;BELIN ONERA;225;AV EDOUARD BELIN;BELIN (AV EDOUARD BELIN);4;3105552894;31555
43.62686083;1.443996942;NEGRENEYS;252;RUE DE NEGRENEYS;NEGRENEYS (RUE DE NEGRENEYS);161;3105556236;31555
43.59320058;1.42442782;CUGNAUX GRAVETTE;183;RUE DE CUGNAUX;CUGNAUX (RUE DE CUGNAUX);66;3105552424;31555
43.61834763;1.436715529;MINIMES - SAINTE FAMILLE;124;AV DES MINIMES;MINIMES (AV DES MINIMES);22;3105555956;31555
43.64495995;1.433795957;DUCLOS;260;RUE LEONCE DUCLOS;DUCLOS (RUE LEONCE DUCLOS);;;31555
43.64254841;1.456236086;BORDEROUGE;262;CHE DE BORDEROUGE;BORDEROUGE (CHE DE BORDEROUGE);;;31555
43.63543761;1.472833215;VASSEUR;272;RUE ANDRE VASSEUR;VASSEUR (RUE ANDRE VASSEUR);;;31555
43.57390789;1.448552401;CHARBONNIÈRE;280;RUE DE LA CHARBONNIERE;CHARBONNIERE (RUE DE LA CHARBONNIERE);;;31555
43.57693048;1.44007582;SELLIER;255;ALL HENRI SELLIER;SELLIER (ALL HENRI SELLIER);;;31555
43.60850426;1.397194064;BAYLAC;268;AV DES ARENES ROMAINES;ROMAINES (AV DES ARENES ROMAINES);;3105550448;31555
43.61419995;1.397067309;ARÈNES ROMAINES;278;AV DES ARENES ROMAINES;ROMAINES (AV DES ARENES ROMAINES);;3105550448;31555
43.5990451;1.44039892;QUAI DE TOUNIS;27;QU DE TOUNIS;TOUNIS (QU DE TOUNIS);122B;3105558520;31555
43.59461662;1.455889069;CAPTAINERIE PORT  - ST SAUVEUR;101;PORT SAINT SAUVEUR;SAUVEUR (PORT SAINT SAUVEUR);5;3105558066;31555
43.6001761;1.454790638;PLACE DUPUY;43;PL DOMINIQUE MARTIN DUPUY;DUPUY (PL DOMINIQUE MARTIN DUPUY);14;3105552828;31555
43.59846309;1.436692742;CHATEAU D EAU;75;PL LAGANNE;LAGANNE (PL LAGANNE);12;3105554944;31555
43.61526002;1.435055262;HOTEL DE DEPARTEMENT;109;BD DE LA MARQUETTE;MARQUETTE (BD DE LA MARQUETTE);1;3105555716;31555
43.60565472;1.428247208;SEJOURNE  -  AMIDONNIERS;83;AV PAUL SEJOURNE;SEJOURNE (AV PAUL SEJOURNE);2;3105556648;31555
43.61238262;1.45141349;RAYMOND IV;97;RUE RAYMOND IV;RAYMOND IV (RUE RAYMOND IV);0;3105557320;31555
43.60581907;1.452835599;PLACE DE DAMLOUP;39;PL DE DAMLOUP;DAMLOUP (PL DE DAMLOUP);2;3105552480;31555
43.60860981;1.44360466;BERALDI;33;RUE HENRI BERALDI;BERALDI (RUE HENRI BERALDI);11;3105554120;31555
43.60857361;1.43476567;DUPORTAL -  CITE ADMINISTRATIVE;52;BD ARMAND DUPORTAL;DUPORTAL (BD ARMAND DUPORTAL);41;3105550492;31555
43.60576742;1.446488648;PLACE VICTOR HUGO;7;RUE DU REMPART VILLENEUVE;VILLENEUVE (RUE DU REMPART VILLENEUVE);6;3105557388;31555
43.60641178;1.44774014;STRASBOURG  - SARDANE;17;BD DE STRASBOURG;STRASBOURG (BD DE STRASBOURG);7;3105558328;31555
43.59477499;1.443999542;PLACE DU SALIN;48;PL DU SALIN;SALIN (PL DU SALIN);18;3105558116;31555
43.59798992;1.442911812;DALBADE - DE GORSSE;26;RUE HENRY DE GORSSE;GORSSE (RUE HENRY DE GORSSE);9;3105554132;31555
43.60966339;1.44695336;PLACE JEANNE D'ARC;35;RUE RAYMOND IV;RAYMOND IV (RUE RAYMOND IV);1;3105557320;31555
43.60959017;1.430401291;SEBASTOPOL - LASCROSSES;107;RUE DE SEBASTOPOL;SEBASTOPOL (RUE DE SEBASTOPOL);1;3105558204;31555
43.6098357;1.455280025;MEDIATHEQUE;96;ALL JACQUES CHABAN DELMAS;DELMAS (ALL JACQUES CHABAN DELMAS);1;3105554399;31555
43.61031289;1.420439161;BARCELONE - PONT JUMEAUX;120;ALL DE BARCELONE;BARCELONE (ALL DE BARCELONE);152;3105550840;31555
43.60748151;1.451711273;JAURES -  BACHELIER;38;ALL JEAN JAURES;JAURES (ALL JEAN JAURES);60;3105554600;31555
43.59671156;1.424304275;BILLIERES -  PATTE D OIE;130;AV ETIENNE BILLIERES;BILLIERES (AV ETIENNE BILLIERES);66T;3105553116;31555
43.61262521;1.438255132;SERRES -  ARNAUD BERNARD;121;AV HONORE SERRES;SERRES (AV HONORE SERRES);33;3105554256;31555
43.59232612;1.449079456;MUSEUM  -  DUMERIL;113;RUE ALFRED DUMERIL;DUMERIL (RUE ALFRED DUMERIL);58;3105550184;31555
43.5935312;1.453042494;MISTRAL -  FLEURANCE;102;ALL FREDERIC MISTRAL;MISTRAL (ALL FREDERIC MISTRAL);18;3105553584;31555
43.59958037;1.441400726;COUTELIERS -  METZ;49;RUE DES COUTELIERS;COUTELIERS (RUE DES COUTELIERS);52;3105552372;31555
43.61422779;1.438043268;SERRES -  CABANEL;110;RUE ALEXANDRE CABANEL;CABANEL (RUE ALEXANDRE CABANEL);16;3105550148;31555
43.60231784;1.425537129;THEATRE GARONNE;95;AV DU CHATEAU D EAU;EAU (AV DU CHATEAU D EAU);4;3105551976;31555
43.61970215;1.429174152;CHAUSSAS DAUDET;147;RUE DE CHAUSSAS;CHAUSSAS (RUE DE CHAUSSAS);96;3105551996;31555
43.57955799;1.441947797;METRO EMPALOT;156;AV JEAN MOULIN;MOULIN (AV JEAN MOULIN);38;3105554616;31555
43.62410681;1.454679016;LAPUJADE FLANDRES;167;CHE DE LAPUJADE;LAPUJADE (CHE DE LAPUJADE);98;3105555028;31555
43.61132467;1.45679944;LEDUC;5;RUE RENE LEDUC;LEDUC (RUE RENE LEDUC);5;3105557413;31555
43.60684129;1.45804987;GENERAL COMPANS;176;RUE DU GEN JEAN COMPANS;COMPANS (RUE DU GEN JEAN COMPANS);1;3105552250;31555
43.61931166;1.46872868;PLACE DE LA ROSERAIE;178;AV YVES BRUNAUD;BRUNAUD (AV YVES BRUNAUD);98;3105558972;31555
43.57924669;1.410894875;DESBALS BACHAGA BOUALAM;186;IMP DU BACHAGA BOUALAM;BOUALAM (IMP DU BACHAGA BOUALAM);1;3105550793;31555
43.58152924;1.425460598;MURET BOUTINON;189;AV DE MURET;MURET (AV DE MURET);44;3105556160;31555
43.57730293;1.423992902;OUSTALOUS;190;RTE D ESPAGNE;ESPAGNE (RTE D ESPAGNE);39;3105553064;31555
43.59001814;1.415202098;ST SIMON QUATORZE JUILLET;191;RTE DE SAINT SIMON;SIMON (RTE DE SAINT SIMON);395;3105557988;31555
43.60183574;1.458015836;GOUJON PUJOL;196;RUE JEAN GOUJON;GOUJON (RUE JEAN GOUJON);10;3105554584;31555
43.6003012;1.464048913;CASERNE PERIGNON;197;AV LOUIS BLERIOT;BLERIOT (AV LOUIS BLERIOT);6;3105555360;31555
43.58955085;1.478886354;BAROUX DARASSE;209;AV LUCIEN BAROUX;BAROUX (AV LUCIEN BAROUX);4;3105555446;31555
43.6227619;1.474042589;ARGOULETS HOUDON;216;RUE JEAN HOUDON;HOUDON (RUE JEAN HOUDON);3;3105554592;31555
43.62977372;1.466547211;AMOUROUX SAINT TROPEZ;217;CHE AMOUROUX;AMOUROUX (CHE AMOUROUX);42;3105550260;31555
43.57644369;1.406663586;VAUQUELIN;221;RUE NICOLAS L VAUQUELIN;VAUQUELIN (RUE NICOLAS L VAUQUELIN);85;3105556267;31555
43.60416194;1.407264607;FONTAINES CASSELARDIT;226;RUE DES FONTAINES;FONTAINES (RUE DES FONTAINES);292;3105553380;31555
43.56651947;1.458663633;NARBONNE SAHUQUE;233;RTE DE NARBONNE;NARBONNE (RTE DE NARBONNE);105;3105556196;31555
43.56735439;1.467783615;RANGUEIL TRIPODE B;230;AV DE RANGUEIL;RANGUEIL (AV DE RANGUEIL);141;3105557268;31555
43.63578755;1.443835834;RENAN VITRY;244;RUE ERNEST RENAN;RENAN (RUE ERNEST RENAN);93;3105553044;31555
43.59983962;1.415098687;GRANDE BRETAGNE BADIOU;245;AV DE GRANDE BRETAGNE;BRETAGNE (AV DE GRANDE BRETAGNE);103B;3105553984;31555
43.62562344;1.439676988;CURIE CAMPISTRON;150;BD PIERRE ET MARIE CURIE;CURIE (BD PIERRE ET MARIE CURIE);88;3105556880;31555
43.63052223;1.432346458;ETATS UNIS  CHARLAS;253;AV DES ETATS UNIS;UNIS (AV DES ETATS UNIS);75;3105553104;31555
43.56307667;1.475781252;CESR;222;AV DU COLONEL ROCHE;ROCHE (AV DU COLONEL ROCHE);11;3105552202;31555
43.59602911;1.410219645;ELLA MAILLART - ROQUEMAUREL;9;RUE ELLA MAILLART;MAILLART (RUE ELLA MAILLART);8;3105552941;31555
43.59305355;1.414553544;11 NOVEMBRE 1918;250;RUE DU ONZE NOVEMBRE 1918;NOVEMBRE 1918 (RUE DU ONZE NOVEMBRE 1918);0;3105556383;31555
43.61154374;1.41453822;BERNIES POSTE;131;RTE DE BLAGNAC;BLAGNAC (RTE DE BLAGNAC);15;3105551180;31555
43.62915139;1.476280371;CAMBARD;258;RUE CAMBARD;CAMBARD (RUE CAMBARD);;;31555
43.59643575;1.483975422;ROTONDE;256;AV DE CASTRES;CASTRES (AV DE CASTRES);;;31555
43.57399073;1.419480321;GALLIENI;274;RTE DE SEYSSES;SEYSSES (RTE DE SEYSSES);;;31555
43.5854418;1.37726572;ZAMENHOF;277;ALL DU DR LEJZER L ZAMENHOF;ZAMENHOF (ALL DU DR LEJZER L ZAMENHOF);;;31555
43.58146783;1.3797918;MARIN;276;CHE DU MARIN;MARIN (CHE DU MARIN);;;31555
